id,lat,lon,z
357960-99999,46.8,75.083,350
358490-99999,45.767,62.117,68
358840-99999,46,70,325
359250-99999,45.4,56.117,88
359530-99999,45.5,64.083,103
359690-99999,45.25,67.067,138
359970-99999,45.1,73.967,349
360010-99999,51.7,75.367,234
360030-99999,52.195,77.074,125
360200-99999,52.483,80.167,158
360210-99999,52.25,79.183,142
360220-99999,52.017,80.367,208
360340-99999,51.576,81.217,219
360360-99999,51.667,82.733,240
360380-99999,51.15,82.2,355
360450-99999,51.667,84.317,411
360520-99999,52.017,85.9,331
360580-99999,51.433,86,420
360610-99999,52.25,87.117,326
360640-99999,51.767,87.6,480
360780-99999,51.017,90.217,983.1
360830-99999,52.05,92.167,576.9
360870-99999,51.283,91.667,836
360900-99999,51.133,93.683,1043
360910-99999,52.25,93.017,662.1
360920-99999,52.15,93.917,852.4
360960-99999,51.717,94.5,628
361030-99999,52.467,96.1,920
361040-99999,51.483,95.583,705.8
361260-99999,50.8,75.7,504
361520-99999,50.867,78.35,149
361770-99999,50.417,80.3,196
361860-99999,50.633,81.917,320
362080-99999,50.333,83.55,811
362130-99999,50.95,84.917,1037
362310-99999,50.75,86.133,833
362460-99999,50.633,87.933,1937
362590-99999,50.017,88.683,1759
362780-99999,50.383,90.433,1850
363070-99999,50.25,95.167,1100
363250-99999,50.6,97.517,1315
363350-99999,49.383,75.517,812
363580-99999,49.2,77.367,842
363970-99999,49.217,81.217,455
364030-99999,49.967,82.633,292
364280-99999,49.2,84.517,401
364390-99999,49.183,85.617,1081
364420-99999,49.733,86.55,1800
364430-99999,49.917,86.533,2056
364670-99999,48.3,74.967,780
364980-99999,48.167,78.417,643
365010-99999,49,79.333,618
365350-99999,48.75,82.367,512
366220-99999,47.967,80.45,655
366390-99999,47.117,81.617,491
366650-99999,47.467,84.917,603
366860-99999,46.55,76.867,349
367290-99999,46.167,80.933,397
367440-99999,45.633,75.117,353
368210-99999,44.833,76.267,396
368215-99999,53.32,69.6,263
368590-99999,44.167,80.067,645
368640-99999,43.533,75.25,743
368700-99999,43.233,76.933,851
369110-99999,42.833,75.283,817
369740-99999,41.433,76,2041
369820-99999,41.883,78.233,3639
370000-99999,44.717,37.767,30
370008-99999,55.409,37.906,179.2
370010-99999,45.002,37.347,53
370040-99999,44.567,38.083,27
370180-99999,44.1,39.033,95
370210-99999,44.617,40.083,220
370310-99999,44.983,41.117,159
370360-99999,44.633,41.967,343
370540-99999,44.225,43.082,321.3
370610-99999,44.783,44.133,136
370850-99999,44.4,46.55,-21
371450-99999,43.733,44.667,136
371710-99999,43.45,39.957,27.1
371775-99999,42.177,42.483,68
372120-99999,43.513,43.637,445.3
372280-99999,43.033,44.683,703
372350-99999,43.25,45.717,163
372600-99999,42.867,41.133,13
373080-99999,42.517,43.133,544
373950-99999,42.267,42.633,114
374090-99999,42.033,43.483,1245
374320-99999,42.35,44.7,1070
374720-99999,43,47.5,-18.6
374840-99999,41.61,41.6,32
375140-99999,41.65,43,989
375490-99999,41.75,44.767,427
375530-99999,41.933,45.512,542
375750-99999,41.667,46.65,490
376820-99999,40.95,43.783,1866
377090-99999,40.55,44.933,1937
377170-99999,40.567,45,1917
377350-99999,40.717,46.417,311
377352-99999,42.817,47.652,3.7
377890-99999,40.212,44.53,1013.4
378630-99999,40.733,46.4,330
378640-99999,40.468,50.047,3
378650-99999,51.073,58.596,277.1
379070-99999,39.6,47.15,439
379850-99999,38.733,48.833,-12
380010-99999,43.86,51.092,22.3
380190-99999,44.317,54.6,143
380440-99999,44.583,61.15,55
380490-99999,44.067,62.9,88
380620-99999,44.767,65.533,129
380690-99999,44.167,66.75,153
380810-99999,44.8,69.117,190
380910-99999,44.8,71.067,266
381110-99999,43.583,51.083,15
381410-99999,43.883,57.883,127
381415-99999,39.775,64.483,228.9
381490-99999,43.083,58.933,64
381780-99999,43.15,64.333,234
381960-99999,43.55,68.9,822
381980-99999,43.267,68.217,207
382030-99999,43.783,70.933,366
382220-99999,43.7,73.783,456
382320-99999,42.967,54.117,78
382620-99999,42.95,59.817,66
382640-99999,42.45,59.617,77
383280-99999,42.364,69.479,422.1
383340-99999,42.483,70.3,808
383410-99999,42.85,71.3,652
383430-99999,42.95,72.75,683
383450-99999,42.517,72.217,1218
383530-99999,42.85,74.533,760
383531-99999,43.061,74.478,627.3
383880-99999,41.033,57.767,62
383920-99999,41.75,59.817,82
383960-99999,41.567,60.633,101
384030-99999,41.75,62.467,98
384031-99999,42.483,59.633,77
384130-99999,41.733,64.617,238
384230-99999,41.8,66.717,202
384390-99999,41.367,68,275
384570-99999,41.258,69.281,431.9
384573-99999,37.619,61.897,221.9
384620-99999,41.9,70.367,1258
385070-99999,40.033,52.983,90
385110-99999,40.783,55.333,115
385450-99999,40.467,62.283,142
385650-99999,40.55,65.683,485
385790-99999,40.117,67.833,345
385830-99999,40.817,68.683,264
385990-99999,40.217,69.733,427
386090-99999,40.133,70.6,873
386110-99999,40.983,71.583,474
386130-99999,40.917,72.95,765
386150-99999,40.533,72.8,875
386160-99999,40.7,72.9,868
386180-99999,40.367,71.75,603.5
386470-99999,39.25,55.517,31
386560-99999,39.317,58.6,87
386830-99999,39.717,64.617,226
386870-99999,39.083,63.6,190
386960-99999,39.701,66.984,677.9
387130-99999,39.9,68.983,1005
387340-99999,39.45,70.2,2561
387440-99999,39.283,71.867,1198
387500-99999,37.467,53.967,-22
387630-99999,38.983,56.283,92
387740-99999,38.433,57.417,159
387990-99999,38.083,62.8,185
388060-99999,38.467,64.367,212
388120-99999,38.8,65.717,376
388360-99999,38.543,68.825,784.9
388380-99999,38.05,68.35,563
388440-99999,38.25,69.233,2239
388800-99999,37.987,58.361,210.9
388860-99999,37.383,60.517,186
388950-99999,37.6,62.183,240
389110-99999,37.833,65.2,240
389150-99999,37.517,66.017,265
389270-99999,37.287,67.31,313
389330-99999,37.817,68.783,429
389440-99999,37.483,69.383,448
389470-99999,37.233,69.083,363
389540-99999,37.5,71.5,2077
389740-99999,36.533,61.217,275
389870-99999,35.283,62.35,625
400010-99999,37.021,41.191,451.1
400070-99999,36.181,37.224,388.9
400090-99999,36.7,38.95,349
400220-99999,35.533,35.767,7
400250-99999,35.401,35.949,47.9
400300-99999,35.117,36.75,303
400390-99999,35.933,39.017,246
400450-99999,35.285,40.176,213.4
400610-99999,34.557,38.317,402.9
400660-99999,34.817,36.133,359
400720-99999,34.417,40.917,182
400800-99999,33.412,36.516,615.7
400830-99999,34.033,36.717,1333
400950-99999,32.6,36.1,543
401000-99999,33.821,35.488,26.5
401010-99999,33.817,35.85,920
401030-99999,34.45,35.8,5
401530-99999,32.967,35.5,934
401550-99999,32.809,35.043,8.5
401650-99999,32.667,35.183,49
401760-99999,32.1,34.783,4
401761-99999,32.981,35.572,281
401762-99999,32.117,34.783,13
401800-99999,32.011,34.887,41.1
401840-99999,31.865,35.219,757.4
401910-99999,31.287,34.723,199.9
401980-99999,29.94,34.936,454.8
401990-99999,29.561,34.96,12.8
402500-99999,32.539,38.195,685.8
402550-99999,32.55,35.85,619
402600-99999,32.161,37.149,676.7
402650-99999,32.356,36.259,682.8
402700-99999,31.973,35.992,778.8
402720-99999,31.723,35.993,730
402960-99999,31.033,35.467,-350
403100-99999,30.167,35.783,1069
403400-99999,29.612,35.018,53.3
403560-99999,31.693,38.731,854.4
403570-99999,30.907,41.138,552.6
403600-99999,31.412,37.279,509.6
403610-99999,29.785,40.1,689.2
403620-99999,29.626,43.491,449.3
403720-99999,30.533,38.9,813
403730-99999,28.335,46.125,357.8
403750-99999,28.365,36.619,777.5
403770-99999,27.901,45.528,412.1
403940-99999,27.438,41.686,1015.3
404000-99999,26.199,36.476,20.1
404050-99999,26.3,43.767,648
404140-99999,24.45,44.121,922.3
404150-99999,26.433,49.8,12
404160-99999,26.265,50.152,25.6
404200-99999,25.285,49.485,179.2
404270-99999,26.267,50.617,2
404300-99999,24.553,39.705,655.6
404370-99999,24.958,46.699,624.5
404380-99999,24.722,46.725,635.2
404390-99999,24.144,38.063,7.9
404490-99999,25.35,55.383,5
404770-99999,21.5,39.2,17
405640-99999,29.8,47.767,34
405820-99999,29.227,47.969,62.8
405860-99999,29.317,47.667,55.5
406080-99999,36.306,43.147,216.1
406210-99999,35.469,44.349,323.4
406230-99999,35.55,45.45,853
406370-99999,34.35,45.383,202
406420-99999,33.033,40.283,615
406500-99999,33.267,44.233,34.7
406560-99999,32.567,44.05,29
406650-99999,32.133,46.033,15
406700-99999,31.95,44.317,32
406720-99999,31.95,44.95,20
406760-99999,31.017,46.233,3
406800-99999,31.85,47.167,9
406890-99999,30.549,47.662,3.4
407000-99999,39.65,47.917,32
407010-99999,39.333,44.433,1411
407030-99999,38.427,44.974,1213.4
407040-99999,38.433,47.067,1390
407060-99999,38.134,46.235,1359.1
407100-99999,37.933,47.533,1682
407120-99999,37.668,45.069,1324.1
407130-99999,37.35,46.167,1478
407180-99999,37.467,49.467,-26
407190-99999,37.325,49.606,-12.2
407230-99999,37.493,57.308,1079.9
407260-99999,36.767,45.717,1385
407270-99999,36.25,46.267,1493
407290-99999,36.774,48.359,1640.4
407300-99999,35.416,51.152,1007.4
407310-99999,36.24,50.047,1275.3
407320-99999,36.91,50.68,-21.3
407360-99999,36.717,52.65,-21
407370-99999,36.45,52.817,14
407380-99999,36.909,54.401,-7.3
407390-99999,36.417,54.95,1345
407400-99999,37.067,58.5,1287
407430-99999,36.168,57.595,908.3
407450-99999,36.235,59.641,994.6
407470-99999,35.247,47.009,1378.3
407540-99999,35.689,51.313,1207.6
407570-99999,35.591,53.495,1117.1
407620-99999,35.267,59.217,1451
407630-99999,35.2,58.467,1109
407660-99999,34.346,47.158,1305.8
407690-99999,34.138,49.847,1661.8
407801-99999,30.556,49.152,2.4
407802-99999,26.517,53.983,31
407803-99999,25.9,54.533,13
407804-99999,33.583,46.4,1368
407805-99999,33.433,48.283,1184
407806-99999,34.867,48.55,1801
407807-99999,35.776,50.827,1271
407808-99999,26.751,55.898,12.5
407809-99999,36.5,61.067,295
407822-99999,36.65,51.467,-19
407823-99999,27.674,54.383,792.5
407824-99999,30.683,51.55,1871
407825-99999,38.317,48.417,1348
407830-99999,33.4,49.683,2034
407850-99999,33.895,51.577,1056.1
407890-99999,33.783,55.083,845
407910-99999,33.668,56.893,704.7
407920-99999,34.017,58.167,1293
407940-99999,32.267,48.417,83
407980-99999,32.297,50.842,2049.2
408000-99999,32.751,51.862,1545.9
408090-99999,32.898,59.266,1509.4
408110-99999,31.337,48.762,20.1
408180-99999,31.183,52.667,2004
408210-99999,31.905,54.277,1235.7
408270-99999,31.533,60.033,1211
408290-99999,31.098,61.544,496.2
408310-99999,30.371,48.228,3
408330-99999,30.745,49.676,26.8
408351-99999,25.867,55.033,7
408355-99999,34.35,58.68,1056
408410-99999,30.274,56.951,1748.3
408480-99999,29.539,52.589,1499.6
408510-99999,29.467,55.717,1739
408530-99999,29.233,56.567,2280
408540-99999,29.084,58.45,940
408560-99999,29.476,60.907,1377.7
408570-99999,28.95,50.85,8
408590-99999,28.892,53.723,1298.8
408750-99999,27.218,56.378,6.7
408780-99999,27.333,62.333,1195
408790-99999,27.236,60.72,620.9
408830-99999,26.532,54.825,20.4
408930-99999,25.654,57.799,5.8
408980-99999,25.283,60.617,8
409110-99999,36.707,67.21,391.4
409130-99999,36.667,68.917,433
409380-99999,34.21,62.228,977.2
409480-99999,34.566,69.212,1791.3
409900-99999,31.506,65.848,1007.1
410240-99999,21.68,39.157,14.6
410300-99999,21.433,39.767,240
410360-99999,21.483,40.544,1477.7
410550-99999,20.296,41.634,1672.1
410610-99999,20.504,45.2,628.5
410840-99999,19.984,42.621,1184.8
411120-99999,18.24,42.657,2090.3
411140-99999,18.297,42.804,2065.9
411280-99999,17.611,44.419,1213.7
411360-99999,17.467,47.121,720.2
411400-99999,16.901,42.586,6.1
411500-99999,26.271,50.634,1.8
411700-99999,25.261,51.565,10.7
411840-99999,25.613,55.939,31.1
411940-99999,25.255,55.364,10.4
411960-99999,25.329,55.517,33.8
411980-99999,25.112,56.324,46.3
412160-99999,24.428,54.458,4.9
412170-99999,24.433,54.651,26.8
412180-99999,24.262,55.609,264.9
412400-99999,26.217,56.25,4
412420-99999,25.617,56.25,10
412440-99999,24.233,55.783,299
412460-99999,24.467,56.65,2
412530-99999,23.417,57.433,322
412540-99999,23.067,57.633,1755
412550-99999,22.867,57.55,462
412560-99999,23.593,58.284,14.6
412570-99999,23.254,57.928,417
412580-99999,23.633,58.567,3
412620-99999,22.35,56.483,170
412630-99999,22.912,57.257,592
412640-99999,22.5,57.367,328
412650-99999,22.809,58.461,469
412670-99999,22.667,59.4,11
412680-99999,22.533,59.483,14
412880-99999,20.675,58.89,19.5
413040-99999,18.133,55.183,273
413120-99999,16.933,54.017,25
413140-99999,17.666,54.025,478.5
413150-99999,17.25,54.083,881
413160-99999,17.039,54.091,22.3
414040-99999,15.476,44.22,2205.8
414363-99999,15.967,48.783,656
414800-99999,12.833,45.033,3
415300-99999,34.017,71.583,360
415710-99999,33.617,73.099,508.4
415940-99999,32.05,72.667,188
415980-99999,32.933,73.717,234
416200-99999,31.358,69.464,1417.3
416240-99999,31.909,70.897,181.1
416300-99999,31.433,73.1,184
416400-99999,31.55,74.333,215
416410-99999,31.522,74.404,217
416600-99999,30.251,66.938,1600.2
416750-99999,30.203,71.419,121.9
416850-99999,29.883,69.717,1098
417150-99999,28.284,68.45,56.4
417440-99999,27.833,66.633,1232
417490-99999,26.219,68.39,28.3
417560-99999,25.068,61.805,58
417590-99999,25.29,63.344,3.7
417640-99999,25.383,68.417,41
417680-99999,25.517,69.783,6
417800-99999,24.907,67.161,30.5
419220-99999,23.843,90.398,9.1
419780-99999,22.25,91.813,3.7
420270-99999,34.083,74.833,1587
420710-99999,31.71,74.797,230.4
421010-99999,30.333,76.467,251
421110-99999,30.317,78.033,682
421310-99999,29.179,75.755,213.4
421650-99999,28,73.3,224
421810-99999,28.567,77.103,236.8
421820-99999,28.585,77.206,214.9
421890-99999,28.422,79.451,176.8
423090-99999,27.295,94.098,100.6
423140-99999,27.484,95.017,110.3
423280-99999,26.9,70.917,231
423390-99999,26.251,73.049,218.5
423480-99999,26.824,75.812,385
423610-99999,26.293,78.228,188.1
423690-99999,26.761,80.889,125
423790-99999,26.74,83.45,78.9
424100-99999,26.106,91.586,49.4
424520-99999,25.16,75.846,273.1
424750-99999,25.44,81.734,98.2
424790-99999,25.45,82.867,81.1
424920-99999,25.591,85.088,51.8
425590-99999,24.65,77.317,478
425710-99999,24.567,80.833,317
425910-99999,24.744,84.951,115.8
426230-99999,24.76,93.897,774.2
426340-99999,23.288,69.67,81.7
426470-99999,23.077,72.635,57.6
426670-99999,23.287,77.337,524
426750-99999,23.178,80.052,495
427010-99999,23.314,85.322,654.7
427240-99999,23.887,91.24,14
427370-99999,22.309,70.78,134.4
427540-99999,22.722,75.801,563.9
427790-99999,22.767,81.9,625
427980-99999,22.813,86.169,153.9
428090-99999,22.655,88.447,4.9
428400-99999,21.2,72.833,12
428670-99999,21.092,79.047,314.9
428740-99999,21.233,81.65,298
428750-99999,21.183,81.733,317.6
428860-99999,21.914,84.05,228.9
428950-99999,21.517,86.933,20
429090-99999,20.9,70.367,8
429330-99999,20.7,77.033,282
429710-99999,20.244,85.818,42.1
430030-99999,19.089,72.868,11.3
430140-99999,19.863,75.398,582.5
430410-99999,19.083,82.033,553
430630-99999,18.533,73.85,558
430860-99999,18.767,79.433,156
431100-99999,16.983,73.333,67
431170-99999,17.628,75.935,482.8
431280-99999,17.452,78.461,531
431490-99999,17.717,83.217,4.6
431500-99999,17.7,83.3,66
431850-99999,16.2,81.15,3
431890-99999,16.95,82.233,8
431920-99999,15.483,73.817,58.4
431980-99999,15.859,74.618,758
432010-99999,15.417,75.633,650
432130-99999,15.8,78.067,281
432330-99999,14.233,76.433,733
432370-99999,14.583,77.633,364
432450-99999,14.45,79.983,20
432790-99999,12.994,80.181,15.8
432840-99999,12.961,74.89,102.7
432950-99999,12.967,77.583,921
433140-99999,11.25,75.783,5
433210-99999,11.031,77.044,403.6
433290-99999,11.767,79.767,12
433330-99999,11.667,92.717,79
433440-99999,10.765,78.71,87.8
433460-99999,10.917,79.833,7
433530-99999,9.946,76.272,2.4
433690-99999,8.3,73.15,2
433710-99999,8.483,76.95,64
433720-99999,8.482,76.92,4.6
434210-99999,8.301,80.428,98.8
434240-99999,8.033,79.833,2
434500-99999,7.181,79.866,8.8
434670-99999,6.822,79.886,6.7
434730-99999,6.967,80.767,1880
434970-99999,6.117,81.133,20
435550-99999,4.192,73.529,1.8
442030-99999,51.117,99.667,1583
442070-99999,50.433,100.15,1668
442120-99999,49.8,92.083,939
442130-99999,49.65,94.4,1232
442140-99999,48.933,89.933,1715
442150-99999,49.017,91.717,1590
442180-99999,48.017,91.567,1405
442190-99999,48.517,94.3,1263
442210-99999,49.65,95.783,1421
442240-99999,48.767,96,1928
442250-99999,48.733,98.2,1723
442290-99999,48.083,99.55,2041
442300-99999,49.567,102,1235
442310-99999,49.633,100.167,1283
442320-99999,49.383,102.7,938
442370-99999,48.533,101.383,1509
442390-99999,48.8,103.55,1208
442410-99999,48.917,106.067,807
442430-99999,49.833,107.733,883
442540-99999,48.85,111.45,994
442560-99999,49.55,114.4,705
442570-99999,48.617,110.6,747
442590-99999,48.083,114.55,747
442650-99999,46.117,91.467,1186
442660-99999,46.317,93.9,2095
442720-99999,47.75,96.85,1759
442750-99999,46.833,98.083,2255
442770-99999,46.4,96.25,2181
442820-99999,47.45,101.467,1691
442840-99999,46.7,100.133,2126
442850-99999,46.9,102.767,1662
442860-99999,46.967,103.8,1358
442870-99999,46.133,100.683,1859
442880-99999,46.267,102.783,1813
442920-99999,47.843,106.767,1330.1
442940-99999,47.3,107.483,1430
442980-99999,46.45,108.217,1286
443020-99999,47.783,112.117,926
443040-99999,47.317,110.633,1033
443050-99999,46.683,113.283,981
443130-99999,47.617,118.617,688
443140-99999,47.167,115.633,907
443170-99999,45.9,115.367,1076
443250-99999,45.15,97.767,2417
443290-99999,44.617,98.7,2103
443360-99999,45.45,103.9,1316
443380-99999,44.65,102.167,1646
443410-99999,45.767,106.283,1393
443470-99999,44.417,105.317,1298
443480-99999,44.567,107.183,1093
443520-99999,45.733,112.367,1101
443540-99999,44.9,110.117,938
443580-99999,43.733,111.9,964
443730-99999,43.583,104.417,1465
443740-99999,42.9,100.217,1494
443860-99999,43.183,109.217,213
444540-99999,27.697,85.359,1338.1
450050-99999,22.3,114.167,62
450070-99999,22.309,113.915,8.5
450110-99999,22.15,113.592,6.1
450320-99999,22.533,114.15,13
450350-99999,22.467,113.983,35
450390-99999,22.4,114.2,8
450440-99999,22.2,114.017,79
466860-99999,25.078,121.233,32.6
466890-99999,26.16,119.958,68
466940-99999,25.15,121.8,3
466960-99999,25.069,121.552,5.5
466970-99999,25.056,121.243,46
