id,lat,lon,z
727890-94197,48.464,-119.517,396.2
727890-99999,48.417,-119.533,382
727910-94224,46.157,-123.883,2.7
727920-24227,46.973,-122.903,57.3
727923-94225,46.973,-123.93,3.7
727924-24223,46.117,-122.894,6.1
727925-94227,47.238,-123.141,82.6
727926-99999,46.483,-122.8,114
727927-94225,46.973,-123.93,4.6
727928-99999,47.483,-122.75,135
727930-24233,47.444,-122.314,112.8
727934-99999,47.493,-122.216,10
727935-24234,47.53,-122.301,5.5
727937-99999,47.9,-122.283,185
727938-99999,47.267,-122.567,91
727945-04205,48.161,-122.159,41.8
727964-99999,48.25,-122.667,59
727970-94240,47.938,-124.555,56.4
727976-24217,48.794,-122.537,45.4
727985-99999,48.522,-123.024,34
740001-54793,41.199,-74.626,125
740030-99999,40.167,-112.933,1325
740720-99999,76.233,-119.333,18
742060-24207,47.15,-122.483,98.2
742070-24201,47.083,-122.583,92
742300-24037,46.427,-105.883,799.8
742513-53937,33.942,-96.394,212.8
743312-53925,34.05,-94.401,108.2
743700-99999,44.05,-75.733,207
743920-14611,43.9,-69.933,21.3
743941-99999,42.933,-71.433,71
743945-14710,42.93,-71.436,67.4
743946-99999,42.783,-71.517,61
744104-14763,42.427,-73.289,363.9
744550-94982,41.614,-90.591,228.6
744600-99999,41.367,-88.683,225
744652-53897,37.811,-88.549,120.7
744653-63814,38.149,-89.699,164
744655-99999,41.767,-88.467,217
744656-53891,38.379,-88.413,132.9
744657-53887,38.515,-89.092,162.8
744659-53822,38.722,-88.176,146.9
744662-63817,39.534,-89.328,189.6
744663-53950,39.639,-90.778,216.4
744665-04838,42.121,-87.905,193.9
744666-53944,39.78,-90.238,190.2
744672-04862,40.158,-89.335,182
744860-94789,40.639,-73.764,3.4
744864-99999,40.717,-73.4,25
744865-14719,40.844,-72.632,20.4
744900-14702,42.47,-71.289,40.5
744904-99999,42.717,-71.117,45
744905-04779,42.567,-71.6,82
744907-14753,42.212,-71.114,193.5
744910-14703,42.2,-72.533,73.5
744915-14775,42.158,-72.716,82.6
744989-14747,42.493,-79.272,203
744994-04741,42.85,-73.95,115.2
745046-93242,36.988,-120.111,77.1
745048-93210,39.49,-121.618,57.9
745056-53120,33.038,-116.916,424.6
745057-53130,34.259,-118.413,305.7
745058-23277,36.936,-121.789,48.8
745060-23239,37.733,-122.317,4
745090-23244,37.406,-122.048,11.9
745160-23202,38.267,-121.933,18.9
745310-93065,38.967,-104.817,2003.2
745430-93978,37.702,-98.747,595
745431-03998,37.328,-95.504,264.9
745700-13840,39.833,-84.05,250.9
745940-13705,38.817,-76.867,86
745944-93784,39.281,-76.611,6.1
745946-93786,38.308,-75.124,3.7
745966-03726,39.008,-74.908,7
745980-13702,37.083,-76.36,3.1
745985-63806,36.631,-80.018,286.8
746120-93104,35.688,-117.693,679.7
746140-23112,36.25,-115.033,570
746141-23141,36.583,-115.683,954.9
746300-99999,33.817,-106.667,1506
746710-13806,36.667,-87.483,174.7
746716-93808,36.965,-86.424,160.9
746929-03702,35,-77.982,41.8
746930-93737,35.133,-78.933,74.4
746935-03709,35.654,-79.895,205.1
746936-03712,35.379,-78.734,60.4
746940-03708,35.46,-77.965,40.8
746941-13786,36.261,-76.175,4
746943-13786,36.261,-76.175,4
746950-99999,35.667,-75.9,3
747020-23110,36.333,-119.95,70.7
747040-03102,34.056,-117.6,289.3
747043-99999,34.086,-118.035,90
747185-99999,32.834,-115.579,-16
747186-99999,32.633,-116.467,807
747187-03104,33.627,-116.159,-36
747188-23158,33.619,-114.714,120.4
747240-23168,32.883,-112.717,269
747300-99999,30.167,-102.417,865
747320-99999,32.85,-106.1,1248
747340-99999,32.633,-106.4,1204
747400-13973,30.511,-99.766,533.1
747540-13934,31.317,-92.55,27
747550-99999,31.133,-92.567,67
747590-13833,31.282,-89.253,46
747685-99999,30.4,-89.067,9
747686-13820,30.417,-88.917,10.1
747688-53858,30.464,-88.532,5.5
747750-13846,30.067,-85.583,5.2
747760-03818,30.836,-85.184,34.4
747770-03852,30.417,-86.683,11.6
747804-99999,32.009,-81.146,13
747805-63818,32.483,-81.737,57
747806-63809,32.955,-84.264,242.6
747807-03821,33.017,-85.067,207.9
747808-63803,33.98,-83.963,323.4
747809-03832,33.983,-83.668,287.4
747810-99999,30.967,-83.2,71
747812-63813,34.013,-84.599,317
747820-53860,30.336,-81.515,12.5
747880-12810,27.85,-82.517,4.3
747900-13849,33.967,-80.467,73.5
747910-13717,33.683,-78.933,7.6
747915-93718,33.816,-78.72,9.8
747931-12876,28.062,-81.754,44.5
747940-12868,28.483,-80.567,3.1
747945-99999,28.617,-80.7,3
747950-12867,28.233,-80.6,2.4
747960-12804,27.65,-81.333,20
749066-99999,32.267,-64.85,13
749105-99999,40.733,-73.6,38
760011-99999,32.533,-116.983,152
760013-99999,32.541,-116.97,149
760051-99999,32.633,-115.217,22
760053-99999,32.631,-115.242,22.6
760400-99999,32.4,-115.183,11
760751-99999,31.633,-106.433,1167
760753-99999,31.636,-106.429,1189.9
761220-99999,30.367,-107.95,1487
761600-99999,29.096,-111.048,191.1
762200-99999,28.95,-107.817,1932
762250-99999,28.633,-106.083,1433
762252-99999,28.7,-105.967,1354
762253-99999,28.703,-105.965,1360
762430-99999,28.627,-100.535,274.6
762530-99999,27.393,-109.833,62.5
762555-99999,27.969,-110.925,18
762560-99999,27.95,-110.767,12
762580-99999,27.483,-109.917,38
762861-99999,27.433,-99.567,141
762863-99999,27.444,-99.57,147.5
763050-99999,25.989,-111.348,10.4
763110-99999,26.733,-108.283,238
763230-99999,26.933,-105.667,1661
763420-99999,26.956,-101.47,568.1
763503-99999,26.009,-98.229,42.4
763615-99999,25.685,-109.081,4.9
763820-99999,25.568,-103.411,1124.1
763825-99999,25.533,-103.45,1150
763900-99999,25.367,-101.017,1790
763930-99999,25.733,-100.3,515
763940-99999,25.866,-100.237,449.9
763943-99999,25.778,-100.107,389.5
763993-99999,25.77,-97.525,7.6
764020-99999,25,-111.633,48
764050-99999,24.167,-110.3,18
764055-99999,24.073,-110.362,21
764056-99999,23.152,-109.721,114
764120-99999,24.765,-107.475,32.9
764125-99999,24.817,-107.4,53
764230-99999,24.05,-104.6,1872
764235-99999,24.124,-104.528,1860.5
764580-99999,23.2,-106.417,4
764593-99999,23.161,-106.266,11.6
764710-99999,23.633,-103.65,2351
764910-99999,23.742,-99.17,336
764915-99999,23.704,-98.957,232
764990-99999,23.767,-98.2,21
765255-99999,22.897,-102.687,2176.6
765390-99999,22.254,-100.931,1839.5
765480-99999,22.2,-97.85,25
765493-99999,22.296,-97.866,24.4
765560-99999,21.419,-104.843,920.5
765710-99999,21.705,-102.318,1862.9
765752-99999,21.067,-101.55,1829
765770-99999,21,-101.283,1999
765773-99999,20.983,-101.483,1815.4
765810-99999,21.933,-99.983,983
765850-99999,21.317,-98.817,132
765930-99999,21.3,-89.65,2
765950-99999,21.037,-86.877,6.1
766013-99999,20.68,-105.254,7
766127-99999,20.603,-97.461,151.5
766133-99999,20.522,-103.311,1528.9
766250-99999,20.617,-100.186,1919
766340-99999,20.083,-98.367,2181
766400-99999,20.95,-97.4,28
766440-99999,20.937,-89.658,11.6
766480-99999,20.522,-86.926,9.1
766534-99999,19.145,-104.559,9.1
766540-99999,19.05,-104.317,3
766546-99999,19.397,-102.039,1602.6
766580-99999,19.277,-103.577,751.9
766650-99999,19.7,-101.183,1913
766655-99999,19.85,-101.026,1838.9
766750-99999,19.283,-99.683,2720
766753-99999,19.337,-99.566,2580.4
766790-99999,19.433,-99.133,2235
766793-99999,19.436,-99.072,2229.9
766830-99999,19.317,-98.25,2248
766850-99999,19.158,-98.371,2243.6
766870-99999,19.55,-96.917,1389
766910-99999,19.2,-96.133,14
766913-99999,19.146,-96.187,27.4
766920-99999,19.15,-96.117,16
766950-99999,19.817,-90.5,10.4
767260-99999,18.835,-99.262,1303.6
767370-99999,18.85,-97.1,1259
767383-99999,18.103,-94.581,11
767410-99999,18.183,-94.5,16
767433-99999,17.983,-92.817,14
767441-99999,18.017,-92.95,33
767493-99999,18.654,-91.799,3
767500-99999,18.505,-88.327,11.9
767501-99999,20.641,-88.446,31.1
767584-99999,17.602,-101.461,7.9
767620-99999,17.55,-99.5,1265
767755-99999,17,-96.733,1520.6
768050-99999,16.75,-99.75,3
768056-99999,16.757,-99.754,4
768430-99999,16.75,-93.133,576
768450-99999,16.75,-92.633,2116
768480-99999,16.25,-92.133,1646
768485-99999,15.775,-96.263,141.4
768556-99999,15.877,-97.089,89.6
769030-99999,14.917,-92.25,118
769043-99999,14.794,-92.37,29.6
780160-13601,32.367,-64.683,5.5
780620-99999,26.559,-78.696,2.1
780730-99999,25.039,-77.466,4.9
782210-99999,21.835,-82.784,24.1
782240-99999,22.989,-82.409,64
782290-99999,23.034,-81.435,64
782440-99999,22.15,-80.414,31.1
782550-99999,21.42,-77.848,125.9
782560-99999,20.333,-77.117,60
782561-99999,22.461,-78.328,4
782623-99999,20.786,-76.315,110
782640-99999,19.97,-75.835,75.9
783150-99999,22.417,-83.683,37
783180-99999,22.917,-83.167,3
783210-99999,21.733,-82.767,32
783250-99999,23.167,-82.35,50
783330-99999,22.067,-81.033,5
783334-99999,21.616,-81.546,3
783460-99999,22.027,-78.79,102.1
783465-99999,22.492,-79.944,103
783490-99999,21.933,-79.45,97
783550-99999,21.4,-77.85,122
783580-99999,21.2,-76.617,13
783600-99999,19.85,-77.233,10
783670-11706,19.9,-75.15,39.9
783690-99999,20.25,-74.15,10
783830-99999,19.683,-79.883,6
783840-11813,19.3,-81.367,3.1
783841-99999,19.687,-79.883,2.4
783880-99999,18.504,-77.913,1.2
783970-99999,17.936,-76.788,3
784390-99999,18.58,-72.293,37.2
784570-99999,19.758,-70.57,4.6
784600-99999,19.406,-70.605,172.2
784670-99999,19.05,-69.383,10
784785-99999,18.451,-68.912,73.2
784790-99999,18.567,-68.363,14.3
784820-99999,18.251,-71.12,3
784850-99999,18.43,-69.669,18
784860-99999,18.433,-69.883,14
785140-11603,18.498,-67.129,66.5
785140-99999,18.5,-67.133,72
785145-99999,18.25,-67.15,9
785201-99999,18.017,-66.567,9
785260-99999,18.417,-66,4
785350-11630,18.255,-65.641,10.1
785430-11640,18.336,-64.98,6.1
785470-11624,17.7,-64.813,16.8
785830-99999,17.539,-88.308,4.6
786270-99999,15.317,-91.467,1901
786370-99999,15.731,-88.584,10.1
786390-99999,14.521,-91.697,199.9
786410-99999,14.583,-90.527,1509.4
786470-99999,13.936,-90.836,8.8
786500-99999,13.567,-89.833,15
786550-99999,13.97,-89.53,660
786630-99999,13.699,-89.12,616
786660-99999,13.441,-89.056,30.8
787000-99999,13.283,-87.667,5
787030-99999,16.317,-86.523,5.5
787040-99999,15.93,-85.93,3
787050-99999,15.742,-86.853,14.9
787060-99999,15.776,-87.476,2.1
787070-99999,15.167,-87.117,670
787080-99999,15.453,-87.924,27.7
787110-99999,15.261,-83.781,8
787140-99999,14.9,-85.933,442
787170-99999,14.783,-88.783,1079
787180-99999,14.433,-89.2,626
787190-99999,14.333,-88.167,1100
787200-99999,14.061,-87.217,1004
787210-99999,14.382,-87.621,628.2
787240-99999,13.3,-87.183,48
787300-99999,14.047,-83.387,15.8
787330-99999,11.417,-85.833,53
787340-99999,13.083,-85.983,985
787350-99999,12.1,-85.367,90
787390-99999,12.633,-87.133,53
787410-99999,12.141,-86.168,59.1
787450-99999,11.991,-83.774,6.1
787620-99999,9.994,-84.209,920.8
787625-99999,9.95,-84.133,1019
787670-99999,9.958,-83.022,2.1
787740-99999,10.593,-85.544,82.3
787838-99999,9.467,-82.517,5
787920-99999,9.071,-79.383,41.1
787930-99999,8.391,-82.435,27.1
787935-99999,9.341,-82.251,3
787950-99999,8.086,-80.945,82.9
788060-99999,8.917,-79.6,13
788067-99999,8.983,-79.517,13
788071-99999,8.967,-79.55,9
788078-99999,8.367,-80.117,32
788461-99999,18.205,-63.055,38.7
788570-99999,17.283,-62.733,9
788580-99999,17.311,-62.719,51.8
788590-99999,17.206,-62.59,4.3
788620-99999,17.137,-61.793,18.9
788660-99999,18.041,-63.109,4.3
788970-00401,16.267,-61.6,8.2
788970-99999,16.265,-61.532,11
789050-99999,15.547,-61.3,22.3
789060-99999,15.337,-61.392,4
789250-00404,14.6,-61,7
789250-99999,14.591,-61.003,4.9
789460-99999,14.033,-61.017,55
789470-99999,14.02,-60.993,6.7
789480-99999,13.733,-60.953,4.3
789510-99999,13.144,-61.211,20.1
789540-99999,13.075,-59.492,51.5
789580-99999,12.004,-61.786,12.5
789613-00410,11.15,-60.833,12.2
789620-99999,11.15,-60.833,6
789700-99999,10.595,-61.337,17.7
789820-99999,12.501,-70.015,18.3
789880-00412,12.2,-68.967,9.1
789880-99999,12.189,-68.96,8.8
789900-99999,12.131,-68.269,6.1
800010-99999,12.584,-81.711,5.8
800090-99999,11.12,-74.231,6.7
800220-99999,10.442,-75.513,1.2
800280-99999,10.89,-74.781,29.9
800350-99999,11.526,-72.926,13.1
800940-99999,7.127,-73.185,1187.8
800970-99999,7.928,-72.512,334.1
801100-99999,6.22,-75.591,1505.7
801120-99999,6.165,-75.423,2142.1
802100-99999,4.813,-75.74,1346
802220-99999,4.702,-74.147,2548.4
802590-99999,3.543,-76.382,963.8
803150-99999,2.95,-75.294,446.2
803980-99999,-4.193,-69.943,84.4
804030-99999,11.415,-69.681,15.8
804070-99999,10.558,-71.728,71.6
804100-99999,10.043,-69.359,622.4
804120-99999,10.481,-68.073,9.8
804130-99999,10.25,-67.649,407.8
804150-99999,10.603,-66.991,71.6
804160-99999,10.485,-66.844,856
804190-99999,10.107,-64.689,7.9
804200-99999,10.45,-64.13,4.3
804214-99999,10.913,-63.967,22.6
804230-99999,10.574,-62.313,12.8
804250-99999,9.817,-70.933,28
804260-99999,9.34,-70.584,627.9
804270-99999,9.553,-69.238,195.1
804280-99999,9.027,-69.755,184.7
804310-99999,9.907,-67.38,427.9
804350-99999,9.749,-63.153,68.3
804380-99999,8.582,-71.161,1526.1
804400-99999,8.62,-70.221,203
804403-99999,8.624,-71.673,69.2
804420-99999,8.925,-67.417,100
804440-99999,8.122,-63.537,60
804470-99999,7.841,-72.44,399.9
804480-99999,7.211,-70.756,129.8
804500-99999,7.883,-67.444,46.9
804570-99999,5.62,-67.606,74.7
804720-99999,10.15,-67.928,430.1
810020-10502,6.5,-58.25,30
812000-99999,5.811,-55.191,10
812020-99999,5.95,-57.03,2
812250-99999,5.453,-55.188,18
814050-99999,4.82,-52.36,7.9
820220-99999,2.846,-60.69,84.1
820300-99999,2.067,-50.85,10
820980-99999,0.051,-51.072,17.1
821110-99999,-3.039,-60.05,80.5
821930-99999,-1.379,-48.476,16.5
822440-99999,-2.422,-54.793,60.4
822810-99999,-2.585,-44.234,54.3
822880-99999,-2.894,-41.732,4.9
823170-99999,-3.383,-64.724,56.1
823320-99999,-3.146,-59.986,81.4
823610-99999,-3.786,-49.72,253
823980-99999,-3.776,-38.533,25
824000-99999,-3.855,-32.423,58.8
824110-99999,-4.256,-69.936,85
824440-99999,-4.242,-56.001,33.5
825620-99999,-5.369,-49.138,108.8
825640-99999,-5.531,-47.46,131.4
825670-99999,-6.118,-50.003,621.2
825790-99999,-5.06,-42.823,66.8
825910-99999,-5.202,-37.364,23.5
825990-99999,-5.911,-35.248,51.5
827040-99999,-7.6,-72.769,194.2
827980-99999,-7.1,-34.867,7
828240-99999,-8.709,-63.902,89.6
828610-99999,-8.348,-49.302,199
828990-99999,-8.126,-34.924,10.1
829170-99999,-9.869,-67.894,193.2
829300-99999,-9.334,-54.965,537.1
829650-99999,-9.866,-56.106,288.6
829840-99999,-9.362,-40.569,385
829930-99999,-9.511,-35.792,118
830630-99999,-10.719,-48.4,265.2
830950-99999,-10.984,-37.07,7
831110-99999,-22.983,-43.367,3
832080-99999,-12.694,-60.098,615.1
832480-99999,-12.911,-38.331,19.5
832890-99999,-13.267,-43.417,441
833490-99999,-14.816,-39.033,4.6
833590-99999,-15.861,-52.389,349.6
833620-99999,-15.653,-56.117,188.1
833780-99999,-15.863,-47.913,1060.4
834190-99999,-16.229,-48.964,1136.3
834240-99999,-16.632,-49.221,746.8
834970-99999,-17.652,-39.253,11
835760-99999,-19.765,-47.965,809.2
835830-99999,-19.851,-43.951,789.1
835870-99999,-19.634,-43.969,827.5
835880-99999,-19.65,-43.883,852
836120-99999,-20.469,-54.673,558.7
836490-99999,-20.258,-40.286,3.4
836710-99999,-21.985,-47.335,599.8
836890-99999,-21.267,-43.761,1114.7
837030-99999,-22.55,-55.703,657.1
837080-99999,-22.792,-45.205,536.8
837160-99999,-22.175,-51.425,450.2
837210-99999,-23.007,-47.135,661.4
837220-99999,-22.345,-49.054,617.2
837410-99999,-22.932,-43.719,3
837460-99999,-22.809,-43.244,8.5
837480-99999,-22.875,-43.385,33.5
837550-99999,-22.91,-43.163,3.4
837680-99999,-23.334,-51.13,569.1
837753-99999,-23.433,-46.467,768
837780-99999,-22.922,-42.074,4.3
837790-99999,-23.509,-46.638,721.8
837800-99999,-23.627,-46.655,801.9
838093-99999,-23.229,-45.862,646.2
838180-99999,-23.925,-46.288,3
838270-99999,-25.596,-54.487,239.9
838400-99999,-25.528,-49.176,910.7
838990-99999,-27.67,-48.547,6.1
839280-99999,-29.782,-57.038,78
839370-99999,-29.711,-53.688,87.5
839710-99999,-29.994,-51.171,3.4
839810-99999,-31.391,-54.112,182.9
839850-99999,-31.718,-52.328,18
840710-99999,-0.141,-78.488,2812.7
841170-99999,-0.95,-80.683,14.6
841230-99999,-0.907,-78.616,2805.7
842030-99999,-2.157,-79.884,5.8
843700-99999,-3.553,-80.381,35.1
843770-99999,-3.785,-73.309,93.3
843900-99999,-4.577,-81.254,86
844010-99999,-5.206,-80.616,35.4
844250-99999,-5.894,-76.118,178.9
844350-99999,-6.033,-76.967,833
844520-99999,-6.787,-79.828,29.6
844550-99999,-6.509,-76.373,274.3
845010-99999,-8.081,-79.109,32.3
845150-99999,-8.378,-74.574,156.4
846280-99999,-12.022,-77.114,34.4
846580-99999,-12.614,-69.229,200.9
846730-99999,-13.155,-74.204,2717.9
846770-99999,-13.267,-70.667,634
846860-99999,-13.536,-71.939,3310.1
846910-99999,-13.745,-76.22,11.9
847210-99999,-15.383,-75.167,60
847350-99999,-15.467,-70.158,3825.8
847520-99999,-16.341,-71.583,2561.8
847820-99999,-18.053,-70.276,468.8
850410-99999,-11.04,-68.783,271.9
850430-99999,-11.017,-66.117,135
851140-99999,-13.333,-64.15,141
851230-99999,-13.762,-65.435,143.9
851400-99999,-14.3,-67.367,280
851410-99999,-14.483,-67.483,202
851540-99999,-14.819,-64.918,155.1
852010-99999,-16.513,-68.192,4061.5
852230-99999,-17.421,-66.177,2548.1
852420-99999,-17.963,-67.076,3702.1
852440-99999,-17.645,-63.135,373.4
852450-99999,-17.812,-63.171,417.9
852680-99999,-18.317,-59.75,284
852830-99999,-19.007,-65.289,2903.8
852930-99999,-19.543,-65.724,3935.9
853150-99999,-20.05,-63.567,792
853450-99999,-21.255,-63.406,398.1
853640-99999,-21.556,-64.701,1854.4
853650-99999,-21.961,-63.652,645
854060-99999,-18.349,-70.339,50.9
854180-99999,-20.535,-70.181,47.2
854420-99999,-23.444,-70.445,138.7
854590-99999,-40.611,-73.061,57
854690-99999,-27.165,-109.422,69.2
854700-99999,-27.296,-70.414,298
854860-99999,-28.596,-70.756,525.8
854880-99999,-29.916,-71.2,146.6
855740-99999,-33.393,-70.786,474
855860-99999,-33.65,-71.617,75
856290-99999,-34.967,-71.217,242
856820-99999,-36.773,-73.063,7.9
857430-99999,-38.767,-72.637,92.7
857660-99999,-39.65,-73.086,18
857990-99999,-41.439,-73.094,89.6
858740-99999,-45.916,-71.689,524.9
859211-99999,-22.498,-68.904,2299.1
859340-99999,-53.003,-70.855,42.4
860110-99999,-19.533,-59.367,150
860680-99999,-22.045,-60.622,168.6
860970-99999,-23.633,-55.833,563
861340-99999,-23.442,-57.427,77.1
861700-99999,-24.75,-58.833,86
861920-99999,-24.667,-56.433,192
862180-99999,-25.24,-57.519,89
862183-99999,-25.45,-54.833,264
862330-99999,-25.767,-56.433,161
862550-99999,-26.85,-58.317,56
862600-99999,-26.667,-57.15,126
862970-99999,-27.317,-55.833,91
863150-99999,-30.267,-57.583,53
863300-99999,-30.401,-56.508,128
863500-99999,-30.975,-55.476,223
863600-99999,-31.433,-57.983,57
863700-99999,-31.749,-55.926,138
864300-99999,-32.365,-58.061,55
864400-99999,-32.338,-54.217,114
864600-99999,-32.8,-56.517,75
864900-99999,-33.25,-58.067,22
865000-99999,-33.217,-54.383,46
865300-99999,-33.359,-56.499,93
865450-99999,-34.083,-56.233,68
865600-99999,-34.456,-57.771,21
865650-99999,-34.483,-54.3,18
865750-99999,-34.789,-56.265,53
865800-99999,-34.838,-56.031,32
865823-99999,-34.855,-55.094,29
865860-99999,-34.867,-55.1,35
870160-99999,-23.153,-64.329,356
870220-99999,-22.62,-63.794,449
870460-99999,-24.393,-65.098,920.2
870470-99999,-24.856,-65.486,1246
870780-99999,-24.721,-60.549,129.8
870970-99999,-25.737,-54.473,279.2
871200-99999,-26.833,-65.2,422
871210-99999,-26.841,-65.105,455.7
871290-99999,-27.766,-64.31,199.9
871490-99999,-26.757,-60.493,93.6
871550-99999,-27.45,-59.056,52.7
871620-99999,-26.213,-58.228,59.1
871660-99999,-27.446,-58.762,61.9
871780-99999,-27.386,-55.971,131.1
872170-99999,-29.382,-66.796,437.7
872220-99999,-28.596,-65.752,463.9
872440-99999,-29.9,-63.683,341
872570-99999,-29.883,-61.95,88
872700-99999,-29.183,-59.7,48
872860-99999,-29.771,-57.979,70.1
872890-99999,-29.689,-57.152,70.1
873110-99999,-31.571,-68.418,597.1
873200-99999,-30.367,-66.283,467
873280-99999,-31.945,-65.146,583.7
873440-99999,-31.324,-64.208,488.9
873490-99999,-31.667,-63.883,338
873710-99999,-31.712,-60.812,17.1
873740-99999,-31.795,-60.48,74.1
873930-99999,-30.272,-57.64,53
873950-99999,-31.297,-57.997,34.1
874160-99999,-33.083,-68.417,653
874180-99999,-32.832,-68.793,704.1
874360-99999,-33.273,-66.356,709.9
874480-99999,-33.73,-65.387,484.9
874530-99999,-33.085,-64.261,420.9
874670-99999,-32.684,-62.158,110
874800-99999,-32.904,-60.785,25.9
874970-99999,-33.01,-58.613,22.9
875060-99999,-35.494,-69.574,1430.1
875090-99999,-34.588,-68.403,752.9
875320-99999,-35.696,-63.758,139.9
875340-99999,-34.135,-63.362,136.9
875440-99999,-35.845,-61.858,85
875480-99999,-34.546,-60.931,79.9
875530-99999,-34.453,-58.59,3
875680-99999,-34.501,-58.604,5
875760-99999,-34.822,-58.536,20.4
875820-99999,-34.559,-58.416,5.5
875850-99999,-34.583,-58.483,25
875930-99999,-34.972,-57.895,21.9
876230-99999,-36.588,-64.276,192
876400-99999,-36.2,-61.067,94
876410-99999,-36.833,-59.883,146
876450-99999,-37.237,-59.228,175
876480-99999,-36.35,-57.733,9
876880-99999,-38.387,-60.33,121.9
876920-99999,-37.934,-57.573,21.6
877150-99999,-38.949,-68.156,272.8
877500-99999,-38.725,-62.169,75
877650-99999,-41.151,-71.158,846.1
877840-99999,-40.783,-65.1,20
877910-99999,-40.869,-63,6.1
878030-99999,-42.908,-71.139,798.9
878280-99999,-43.211,-65.27,43
878600-99999,-45.785,-67.466,57.9
879040-99999,-50.267,-72.05,199
879090-99999,-49.307,-67.803,57.9
879250-99999,-51.609,-69.313,18.6
879340-99999,-53.778,-67.749,19.8
879380-99999,-54.843,-68.296,21.6
888780-99999,-51.317,-59.6,16
888830-99999,-51.9,-60.917,17
888890-99999,-51.823,-58.447,74.4
888970-99999,-52.433,-59.083,15
889030-99999,-54.283,-36.5,3
889630-99999,-63.4,-56.983,24
889680-99999,-60.733,-44.733,8
890020-99999,-70.667,-8.25,50
890040-99999,-71.7,-2.8,817
890090-90001,-90,0,2830
890220-99999,-75.61,-26.272,30
890340-99999,-77.867,-34.617,256
890530-99999,-62.233,-58.633,11
890550-99999,-64.233,-56.717,208
890560-99999,-62.183,-58.983,48
890570-99999,-62.5,-59.683,5
890590-99999,-63.317,-56.683,10
890630-99999,-65.25,-64.267,11
890660-99999,-68.117,-67.133,7
891080-99999,-89,-1.017,2755
892570-99999,-75.867,-59.15,40
892620-99999,-67.017,-61.467,45
892660-99999,-72.2,-60.167,115
892720-99999,-74.8,-71.483,1589
893140-99999,-84.6,-115.817,1463
893240-99999,-80,-119.4,1530
893270-99999,-73.2,-127.05,230
893320-99999,-82.617,-137.083,549
893450-99999,-81.65,-148.783,620
893760-99999,-79.983,-178.6,55
893770-99999,-82.517,-174.45,55
895040-99999,-72.017,2.533,1277
895320-99999,-69,39.583,21
895640-99999,-67.6,62.867,16
895710-99999,-68.583,77.967,23
895770-99999,-80.37,77.37,4084
895780-99999,-76.42,77.02,2830
896110-99999,-66.283,110.533,42
896140-99999,-66.7,111.5,727
896420-99999,-66.667,140.017,43
896610-99999,-73.517,169.75,568
896640-99999,-77.85,166.667,24
896660-99999,-76.717,162.967,150
896670-99999,-77.95,166.5,10
897440-99999,-74.017,43.05,3353
897670-99999,-70.9,69.867,84
897690-99999,-78.467,168.383,50
897990-99999,-89,89.667,2935
898110-99999,-66.733,112.833,1368
898280-99999,-75.117,123.367,3250
898340-99999,-67.4,138.733,1560
898640-99999,-74.95,163.683,80
898660-99999,-77.433,163.75,84
898680-99999,-79.9,169.983,60
898690-99999,-79.95,165.117,75
898720-99999,-77.9,170.817,45
898730-99999,-83.133,174.167,60
898790-99999,-71.883,171.2,30
910660-22701,28.2,-177.383,5.5
911620-22501,22.033,-159.783,7
911650-22536,21.984,-159.341,30.5
911700-22508,21.487,-158.028,257.9
911760-22519,21.45,-157.768,7.3
911820-22521,21.324,-157.929,2.1
911860-99999,21.15,-157.1,137
911900-22516,20.9,-156.429,15.5
911904-22552,20.963,-156.675,73.2
911904-99999,20.95,-156.667,78
911905-22524,20.79,-156.949,396.2
911905-99999,20.783,-156.95,399
911975-99999,19.733,-156.033,14
911977-21508,19.76,-155.554,1798.3
911977-99999,19.75,-155.55,1887
912120-41415,13.483,144.8,77.4
912180-99999,13.567,144.917,162
912210-41419,14.172,145.243,179.2
912310-41420,14.999,145.621,82.6
912320-41408,15.117,145.733,4
912320-41418,15.117,145.717,65.5
912333-41420,14.999,145.621,82.6
912450-41606,19.283,166.65,3.7
912500-99999,11.35,162.35,5
912750-21603,16.733,-169.533,3.1
912850-21504,19.719,-155.053,11.6
913340-40505,7.467,151.85,1.5
913560-00493,5.354,162.953,2.6
913660-40604,8.733,167.733,2.1
913691-99999,7.083,171.133,4
914080-40309,7.333,134.483,33.2
914130-40308,9.483,138.083,13.4
915030-99999,-8.328,157.263,3
915070-99999,-8.783,160.733,11
915170-99999,-9.417,159.967,56
915200-99999,-9.428,160.055,8.5
915410-99999,-10.7,165.8,24
915510-99999,-13.85,167.55,18
915540-99999,-15.501,167.223,56.1
915550-99999,-16.417,167.8,26
915580-99999,-17.75,168.3,18
915650-99999,-19.455,169.224,5.8
915680-99999,-20.233,169.767,7
915700-99999,-18.483,163.083,5
915730-99999,-19.717,163.65,84
915740-99999,-19.967,158.483,4
915770-99999,-20.546,164.256,12.8
915790-99999,-20.641,166.573,7
915820-99999,-20.775,167.24,28
915830-99999,-20.933,165.317,13
915870-99999,-21.482,168.038,43
915900-99999,-22.015,166.213,15.8
915920-99999,-22.267,166.45,72
915960-99999,-22.589,167.456,96
915980-99999,-22.333,171.333,27
916100-99999,1.382,173.147,2.7
916430-80705,-8.517,179.217,2
916500-99999,-12.5,177.05,26
916520-99999,-16.133,-179.983,63
916590-99999,-17,178.7,36
916600-99999,-16.7,177.583,50
